id,xspanish,complete_status,ppage,ppeduc,ppeducat,ppgender,ppethm,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,pprent,ppstaten,ppwork,Q1,Q2,Q3a,Q3b,Q4,QPID,POLIT200,ABCAGE,weights_pid
30469,English,qualified,38,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A building with 2 or more apartments,"$100,000 to $124,999",Married,Metro area,West,Rented for cash,Colorado,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.9419
30470,English,qualified,29,"Some college, no degree",Some college,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$15,000 to $19,999",Living with partner,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Not working - other,Approve,Somewhat concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",18-29,1.7485
30471,English,qualified,30,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$40,000 to $49,999",Never married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0934
30472,English,qualified,47,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$200,000 to $249,999",Married,Metro area,MidWest,Rented for cash,Minnesota,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",30-49,.6733
30473,English,qualified,35,Associate degree,Some college,Male,"White, Non-Hispanic",5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",30-49,.9675
30474,English,qualified,27,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",4,A mobile home,"$35,000 to $39,999",Living with partner,Non-metro area,South,Rented for cash,Mississippi,Working - as a paid employee,Skipped,Very concerned,Yes,By June 1,No,A Democrat,"No, not registered to vote at my current address",18-29,1.1402
30475,English,qualified,45,Bachelor's degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",5,A one-family house detached from any other house,"$50,000 to $59,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,Mississippi,Not working - other,Disapprove,Very concerned,Yes,By the end of summer,No,Something else,"Yes, registered to vote at my current address",30-49,2.7848
30476,English,qualified,21,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,Hispanic,1,A building with 2 or more apartments,"$125,000 to $149,999",Never married,Metro area,West,Rented for cash,California,Working - as a paid employee,Disapprove,Not concerned at all,No, ,Did not leave home in the past week,A Democrat,Not sure,18-29,3.5331
30477,English,qualified,28,Master's degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",1,A building with 2 or more apartments,"$150,000 to $174,999",Never married,Metro area,South,Rented for cash,District of Columbia,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,1.3824
30478,English,qualified,38,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Working - as a paid employee,Approve,Not so concerned,No, ,No,An Independent,"Yes, registered to vote at my current address",30-49,1.6804
30479,English,qualified,30,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"Less than $5,000",Widowed,Metro area,South,Rented for cash,Arkansas,Not working - other,Approve,Very concerned,Yes,By the end of summer,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",30-49,1.7478
30480,English,qualified,49,"Some college, no degree",Some college,Male,"Black, Non-Hispanic",2,A mobile home,"$10,000 to $12,499",Married,Metro area,South,Rented for cash,North Carolina,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,No,A Democrat,"No, not registered to vote at my current address",30-49,1.4232
30481,English,qualified,29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Kansas,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",18-29,1.9559
30482,English,qualified,54,Master's degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",3,A one-family house detached from any other house,"$60,000 to $74,999",Widowed,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,No,An Independent,"No, not registered to vote at my current address",50-64,.7395
30483,English,qualified,50,Bachelor's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",4,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Not working - retired,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.4654
30484,Spanish,qualified,35,Master's degree,Bachelors degree or higher,Male,Hispanic,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"No, not registered to vote at my current address",30-49,1.229
30485,English,qualified,20,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$15,000 to $19,999",Never married,Metro area,South,Occupied without payment of cash rent,Florida,Working - self-employed,Approve,Not so concerned,Yes,By May 1,Yes,A Republican,"Yes, registered to vote at my current address",18-29,3.5056
30486,English,qualified,26,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A mobile home,"$60,000 to $74,999",Living with partner,Metro area,NorthEast,Rented for cash,Pennsylvania,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,.6587
30487,English,qualified,23,"Some college, no degree",Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,No,A Republican,"Yes, registered to vote at my current address",18-29,1.1708
30488,English,qualified,33,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",1,A building with 2 or more apartments,"$15,000 to $19,999",Never married,Metro area,MidWest,Rented for cash,Wisconsin,Working - self-employed,Approve,Somewhat concerned,Yes,By May 1,No,A Republican,"Yes, registered to vote at my current address",30-49,2.1232
30489,English,qualified,43,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,Hispanic,5,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Approve,Very concerned,Yes,By the end of summer,Yes,A Democrat,"No, not registered to vote at my current address",30-49,2.1134
30490,English,qualified,33,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Louisiana,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,An Independent,"No, not registered to vote at my current address",30-49,.9904
30491,English,qualified,58,Associate degree,Some college,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.8283
30492,English,qualified,26,Master's degree,Bachelors degree or higher,Male,Hispanic,1,A building with 2 or more apartments,"$85,000 to $99,999",Never married,Metro area,South,Rented for cash,Virginia,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",18-29,1.1327
30493,English,qualified,31,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.9493
30494,English,qualified,60,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.6119
30495,English,qualified,50,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.4374
30496,English,qualified,30,Bachelor's degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",4,A one-family house detached from any other house,"$200,000 to $249,999",Living with partner,Metro area,West,Owned or being bought by you or someone in your household,Hawaii,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.6734
